Архив событий от ПТК КМ-Дельта от 22 декабря 2018 г. IP-адрес: 192.168.1.170
№; Дата; Событие; Статус сигнала;
367; 21.12.2018 6:49:35.000; Нет связи с МКЛП №2;   + ;
368; 21.12.2018 6:49:35.000; Нет связи с МКЛП №8;   + ;
369; 21.12.2018 6:49:35.000; Нет связи с МКЛП №7;   + ;
370; 21.12.2018 6:49:35.000; Нет связи с МКЛП №6;   + ;
371; 21.12.2018 6:49:35.000; Нет связи с МКЛП №4;   + ;
372; 21.12.2018 6:49:35.000; Нет связи с МКЛП №1;   + ;
373; 21.12.2018 6:49:35.000; Нет связи с МКЛП №7;   - ;
374; 21.12.2018 6:49:35.000; Нет связи с МКЛП №6;   - ;
375; 21.12.2018 6:49:35.000; Нет связи с МКЛП №2;   - ;
376; 21.12.2018 6:49:35.000; Нет связи с МКЛП №5;   - ;
377; 21.12.2018 6:49:13.000; Нет связи с МКЛП №7;   + ;
378; 21.12.2018 6:49:13.000; Нет связи с МКЛП №8;   + ;
379; 21.12.2018 6:49:13.000; Отсутствие связи с САУ ГА;   + ;
380; 21.12.2018 6:49:13.000; Нет связи с МКЛП №5;   + ;
381; 21.12.2018 6:49:13.000; Нет связи с МКЛП №7;   + ;
382; 21.12.2018 6:49:13.000; Нет связи с МКЛП №8;   + ;
383; 21.12.2018 6:49:13.000; Нет связи с МКЛП №5;   + ;
384; 21.12.2018 6:49:13.000; Нет связи с МКЛП №6;   + ;
385; 21.12.2018 6:49:13.000; Нет связи с МКЛП №7;   + ;
386; 21.12.2018 6:49:13.000; Отсутствие связи с САУ ГА;   + ;
387; 21.12.2018 6:49:13.000; Нет связи с МКЛП №6;   + ;
388; 21.12.2018 6:49:13.000; Нет связи с МКЛП №5;   + ;
389; 21.12.2018 6:49:13.000; Нет связи с МКЛП №6;   + ;
390; 21.12.2018 6:49:13.000; Нет связи с МКЛП №7;   + ;
391; 21.12.2018 6:49:13.000; Нет связи с МКЛП №8;   + ;
392; 21.12.2018 6:49:13.000; Отсутствие связи с САУ ГА;   + ;
393; 21.12.2018 6:49:13.000; Нет связи с МКЛП №8;   + ;
394; 21.12.2018 6:49:13.000; Нет связи с МКЛП №7;   + ;
395; 21.12.2018 6:49:13.000; Нет связи с МКЛП №6;   + ;
396; 21.12.2018 6:49:13.000; Нет связи с МКЛП №8;   + ;
397; 21.12.2018 6:49:13.000; Нет связи с МКЛП №5;   + ;
398; 21.12.2018 6:49:13.000; Нет связи с МКЛП №6;   + ;
399; 21.12.2018 6:49:10.000; Предупреждение от МКЛП №2;   + ;
400; 21.12.2018 6:49:10.000; Нет связи с МКЛП №1;   + ;
401; 21.12.2018 6:49:10.000; Нет связи с МКЛП №2;   + ;
402; 21.12.2018 6:49:10.000; Нет связи с МКЛП №3;   + ;
403; 21.12.2018 6:49:10.000; Нет связи с МКЛП №4;   + ;
404; 21.12.2018 6:49:10.000; Авария от МКЛП №1;   + ;
405; 21.12.2018 6:49:10.000; Предупреждение от МКЛП №1;   + ;
406; 21.12.2018 6:49:10.000; Сброс АРЗ;   + ;
407; 21.12.2018 6:49:10.000; Аварийный останов ГА;   + ;
408; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
409; 21.12.2018 6:49:10.000; Нет связи с МКЛП №1;   + ;
410; 21.12.2018 6:49:10.000; Нет связи с МКЛП №2;   + ;
411; 21.12.2018 6:49:10.000; Нет связи с МКЛП №3;   + ;
412; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
413; 21.12.2018 6:49:10.000; Нет связи с МКЛП №4;   + ;
414; 21.12.2018 6:49:10.000; Авария от МКЛП №8;   + ;
415; 21.12.2018 6:49:10.000; Предупреждение от МКЛП №8;   + ;
416; 21.12.2018 6:49:10.000; Авария от МКЛП №7;   + ;
417; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
418; 21.12.2018 6:49:10.000; Нет связи с МКЛП №1;   + ;
419; 21.12.2018 6:49:10.000; Нет связи с МКЛП №2;   + ;
420; 21.12.2018 6:49:10.000; Нет связи с МКЛП №3;   + ;
421; 21.12.2018 6:49:10.000; Нет связи с МКЛП №4;   + ;
422; 21.12.2018 6:49:10.000; Предупреждение от МКЛП №7;   + ;
423; 21.12.2018 6:49:10.000; Авария от МКЛП №6;   + ;
424; 21.12.2018 6:49:10.000; Предупреждение от МКЛП №6;   + ;
425; 21.12.2018 6:49:10.000; Авария от МКЛП №5;   + ;
426; 21.12.2018 6:49:10.000; Блокировка пуска ГА;   + ;
427; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
428; 21.12.2018 6:49:10.000; Предупреждение от МКЛП №5;   + ;
429; 21.12.2018 6:49:10.000; Отсутствие связи с САУ ГА;   + ;
430; 21.12.2018 6:49:10.000; Нет связи с МКЛП №3;   + ;
431; 21.12.2018 6:49:10.000; Нет связи с МКЛП №2;   + ;
432; 21.12.2018 6:49:10.000; Нет связи с МКЛП №1;   + ;
433; 21.12.2018 6:49:10.000; Нет связи с МКЛП №5;   + ;
434; 21.12.2018 6:49:10.000; Авария от МКЛП №2;   + ;
435; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
436; 21.12.2018 6:49:10.000; Отсутствие связи с САУ ГА;   + ;
437; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
438; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
439; 21.12.2018 6:49:10.000; Нет связи с МКЛП №4;   + ;
440; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
441; 21.12.2018 6:49:10.000; Включение ПТК КМ-Дельта;   + ;
442; 21.12.2018 6:49:10.000; Нет связи с МКЛП №1;   + ;
443; 21.12.2018 6:49:10.000; Нет связи с МКЛП №2;   + ;
444; 21.12.2018 6:49:10.000; Нет связи с МКЛП №3;   + ;
445; 21.12.2018 6:49:10.000; Нет связи с МКЛП №4;   + ;
446; 21.12.2018 6:49:10.000; Авария от МКЛП №4;   + ;
447; 21.12.2018 6:49:10.000; Предупреждение от МКЛП №4;   + ;
448; 21.12.2018 6:49:10.000; Авария от МКЛП №3;   + ;
449; 21.12.2018 6:49:10.000; Предупреждение от МКЛП №3;   + ;
450; 21.12.2018 6:49:10.000; Отсутствие связи с САУ ГА;   + ;
451; 21.12.2018 6:49:10.000; Нет связи с МКЛП №5;   + ;
452; 01.01.2000 0:00:01.000; Установка настроеек ПТК КМ-Дельта;   + ;
453; 01.01.2000 0:00:01.000; Отсутствие связи с САУ ГА;   + ;
454; 01.01.2000 0:00:01.000; Нет связи с МКЛП №1;   + ;
455; 01.01.2000 0:00:01.000; Отсутствие связи с САУ ГА;   - ;
456; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
457; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
458; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
459; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
460; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
461; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
462; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
463; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   - ;
464; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
465; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
466; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
467; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
468; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
469; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
470; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
471; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   - ;
472; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
473; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
474; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
475; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
476; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
477; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
478; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
479; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
480; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
481; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
482; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
483; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
484; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
485; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
486; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
487; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
488; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
489; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
490; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
491; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
492; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
493; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
494; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
495; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
496; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
497; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
498; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
499; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
500; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
501; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
