Архив событий от ПТК КМ-Дельта от 14 декабря 2018 г. IP-адрес: 192.168.1.170
№; Дата; Событие; Статус сигнала;
370; 01.12.2018 20:50:59.000; Отсутствие связи с САУ ГА;   - ;
371; 01.12.2018 20:36:13.000; Отсутствие связи с САУ ГА;   + ;
372; 01.12.2018 20:35:55.000; Отсутствие связи с САУ ГА;   - ;
373; 01.12.2018 20:24:33.000; Отсутствие связи с САУ ГА;   + ;
374; 01.12.2018 20:22:23.000; Отсутствие связи с САУ ГА;   + ;
375; 01.12.2018 20:22:05.000; Отсутствие связи с САУ ГА;   - ;
376; 01.12.2018 20:21:35.000; Отсутствие связи с САУ ГА;   + ;
377; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
378; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
379; 01.12.2018 20:21:15.000; Отсутствие связи с САУ ГА;   + ;
380; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
381; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
382; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
383; 01.12.2018 20:21:15.000; Отсутствие связи с САУ ГА;   + ;
384; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
385; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
386; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
387; 01.12.2018 20:21:15.000; Включение ПТК КМ-Дельта;   + ;
388; 01.12.2018 20:19:34.000; Включение ПТК КМ-Дельта;   + ;
389; 01.12.2018 20:19:34.000; Нет связи с МКЛП №7;   + ;
390; 01.12.2018 20:19:34.000; Нет связи с МКЛП №6;   + ;
391; 01.12.2018 20:19:34.000; Нет связи с МКЛП №2;   + ;
392; 01.12.2018 20:19:34.000; Нет связи с МКЛП №3;   + ;
393; 01.12.2018 20:19:34.000; Нет связи с МКЛП №1;   + ;
394; 01.12.2018 20:19:34.000; Включение ПТК КМ-Дельта;   + ;
395; 01.12.2018 20:19:34.000; Нет связи с МКЛП №8;   + ;
396; 01.12.2018 20:19:34.000; Нет связи с МКЛП №4;   + ;
397; 01.12.2018 20:19:34.000; Нет связи с МКЛП №5;   + ;
398; 01.12.2018 5:20:13.000; Отсутствие связи с САУ ГА;   + ;
399; 01.12.2018 5:19:55.000; Отсутствие связи с САУ ГА;   - ;
400; 01.12.2018 5:09:30.000; Отсутствие связи с САУ ГА;   - ;
401; 01.12.2018 5:09:30.000; Отсутствие связи с САУ ГА;   + ;
402; 01.12.2018 5:06:17.000; Отсутствие связи с САУ ГА;   + ;
403; 01.12.2018 4:45:04.000; Нет связи с МКЛП №6;   + ;
404; 01.12.2018 4:45:04.000; Нет связи с МКЛП №7;   + ;
405; 01.12.2018 4:45:04.000; Нет связи с МКЛП №1;   + ;
406; 01.12.2018 4:45:04.000; Нет связи с МКЛП №2;   + ;
407; 01.12.2018 4:45:04.000; Нет связи с МКЛП №3;   + ;
408; 01.12.2018 4:45:04.000; Нет связи с МКЛП №4;   + ;
409; 01.12.2018 4:45:04.000; Нет связи с МКЛП №5;   + ;
410; 01.12.2018 4:45:04.000; Нет связи с МКЛП №8;   + ;
411; 01.12.2018 0:15:32.000; Отсутствие связи с САУ ГА;   + ;
412; 01.12.2018 0:15:07.000; Отсутствие связи с САУ ГА;   - ;
413; 01.12.2018 0:04:32.000; Отсутствие связи с САУ ГА;   - ;
414; 01.12.2018 0:04:15.000; Нет связи с МКЛП №1;   + ;
415; 01.12.2018 0:04:15.000; Нет связи с МКЛП №2;   + ;
416; 01.12.2018 0:04:15.000; Нет связи с МКЛП №3;   + ;
417; 01.12.2018 0:04:15.000; Отсутствие связи с САУ ГА;   + ;
418; 01.12.2018 0:04:15.000; Нет связи с МКЛП №2;   - ;
419; 01.12.2018 0:04:15.000; Нет связи с МКЛП №3;   - ;
420; 01.12.2018 0:04:15.000; Нет связи с МКЛП №4;   - ;
421; 01.12.2018 0:04:15.000; Нет связи с МКЛП №1;   - ;
422; 01.12.2018 0:04:15.000; Нет связи с МКЛП №6;   - ;
423; 01.12.2018 0:04:15.000; Нет связи с МКЛП №7;   - ;
424; 01.12.2018 0:04:15.000; Нет связи с МКЛП №8;   - ;
425; 01.12.2018 0:04:15.000; Нет связи с МКЛП №5;   - ;
426; 01.12.2018 0:04:04.000; Нет связи с МКЛП №7;   - ;
427; 01.12.2018 0:04:04.000; Нет связи с МКЛП №2;   - ;
428; 01.12.2018 0:04:04.000; Нет связи с МКЛП №3;   - ;
429; 01.12.2018 0:04:04.000; Нет связи с МКЛП №4;   - ;
430; 01.12.2018 0:04:04.000; Нет связи с МКЛП №6;   - ;
431; 01.12.2018 0:04:04.000; Нет связи с МКЛП №5;   - ;
432; 01.12.2018 0:04:04.000; Нет связи с МКЛП №8;   + ;
433; 01.12.2018 0:04:04.000; Нет связи с МКЛП №8;   - ;
434; 01.12.2018 0:04:04.000; Нет связи с МКЛП №1;   - ;
435; 01.12.2018 0:04:04.000; Отсутствие связи с САУ ГА;   + ;
436; 01.12.2018 0:04:04.000; Нет связи с МКЛП №6;   + ;
437; 01.12.2018 0:04:04.000; Отсутствие связи с САУ ГА;   + ;
438; 01.12.2018 0:04:04.000; Нет связи с МКЛП №6;   + ;
439; 01.12.2018 0:04:04.000; Нет связи с МКЛП №7;   + ;
440; 01.12.2018 0:04:04.000; Нет связи с МКЛП №7;   + ;
441; 01.12.2018 0:04:04.000; Нет связи с МКЛП №8;   + ;
442; 01.12.2018 0:04:01.000; Отсутствие связи с САУ ГА;   + ;
443; 01.12.2018 0:04:01.000; Нет связи с МКЛП №4;   + ;
444; 01.12.2018 0:04:01.000; Включение ПТК КМ-Дельта;   + ;
445; 01.12.2018 0:04:01.000; Включение ПТК КМ-Дельта;   + ;
446; 01.12.2018 0:04:01.000; Нет связи с МКЛП №8;   + ;
447; 01.12.2018 0:04:01.000; Нет связи с МКЛП №6;   + ;
448; 01.12.2018 0:04:01.000; Включение ПТК КМ-Дельта;   + ;
449; 01.12.2018 0:04:01.000; Нет связи с МКЛП №5;   + ;
450; 01.12.2018 0:04:01.000; Отсутствие связи с САУ ГА;   + ;
451; 01.12.2018 0:04:01.000; Отсутствие связи с САУ ГА;   - ;
452; 01.12.2018 0:04:01.000; Нет связи с МКЛП №4;   + ;
453; 01.12.2018 0:04:01.000; Нет связи с МКЛП №7;   + ;
454; 01.12.2018 0:04:01.000; Нет связи с МКЛП №3;   + ;
455; 01.12.2018 0:04:01.000; Нет связи с МКЛП №4;   + ;
456; 01.12.2018 0:04:01.000; Включение ПТК КМ-Дельта;   + ;
457; 01.12.2018 0:04:01.000; Нет связи с МКЛП №5;   + ;
458; 01.12.2018 0:04:01.000; Нет связи с МКЛП №5;   + ;
459; 01.12.2018 0:04:01.000; Включение ПТК КМ-Дельта;   + ;
460; 01.12.2018 0:04:01.000; Нет связи с МКЛП №1;   + ;
461; 01.12.2018 0:04:01.000; Нет связи с МКЛП №2;   + ;
462; 01.12.2018 0:04:01.000; Нет связи с МКЛП №1;   + ;
463; 01.12.2018 0:04:01.000; Нет связи с МКЛП №4;   + ;
464; 01.12.2018 0:04:01.000; Нет связи с МКЛП №5;   + ;
465; 01.12.2018 0:04:01.000; Нет связи с МКЛП №6;   + ;
466; 01.12.2018 0:04:01.000; Нет связи с МКЛП №7;   + ;
467; 01.12.2018 0:04:01.000; Нет связи с МКЛП №3;   + ;
468; 01.12.2018 0:04:01.000; Нет связи с МКЛП №2;   + ;
469; 01.12.2018 0:04:01.000; Нет связи с МКЛП №3;   + ;
470; 01.12.2018 0:04:01.000; Нет связи с МКЛП №8;   + ;
471; 01.12.2018 0:04:01.000; Нет связи с МКЛП №1;   + ;
472; 01.12.2018 0:04:01.000; Включение ПТК КМ-Дельта;   + ;
473; 01.12.2018 0:04:01.000; Нет связи с МКЛП №2;   + ;
474; 01.12.2018 0:04:01.000; Отсутствие связи с САУ ГА;   + ;
475; 01.12.2018 0:04:01.000; Включение ПТК КМ-Дельта;   + ;
476; 01.12.2018 0:04:01.000; Отсутствие связи с САУ ГА;   + ;
477; 01.12.2018 0:04:01.000; Включение ПТК КМ-Дельта;   + ;
478; 01.01.2000 22:14:15.000; Включение ПТК КМ-Дельта;   + ;
479; 01.01.2000 22:07:59.000; Включение ПТК КМ-Дельта;   + ;
480; 01.01.2000 21:58:49.000; Включение ПТК КМ-Дельта;   + ;
481; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
482; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
483; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
484; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
485; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
486; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
487; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
488; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
489; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
490; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
491; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
492; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
493; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
494; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
495; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
496; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
497; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
498; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
499; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
500; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
501; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
