Архив событий от ПТК КМ-Дельта от 27 декабря 2018 г. IP-адрес: 192.168.1.170
№; Дата; Событие; Статус сигнала;
380; 24.12.2018 10:55:40.000; Нет связи с МКЛП №3;   + ;
381; 24.12.2018 10:55:39.000; Нет связи с МКЛП №5;   - ;
382; 24.12.2018 10:55:39.000; Нет связи с МКЛП №5;   + ;
383; 24.12.2018 10:55:38.000; Нет связи с МКЛП №1;   - ;
384; 24.12.2018 10:55:38.000; Нет связи с МКЛП №4;   - ;
385; 24.12.2018 10:55:37.000; Нет связи с МКЛП №7;   + ;
386; 24.12.2018 10:55:36.000; Нет связи с МКЛП №3;   - ;
387; 24.12.2018 10:55:36.000; Нет связи с МКЛП №3;   + ;
388; 24.12.2018 10:55:36.000; Нет связи с МКЛП №4;   + ;
389; 24.12.2018 10:55:35.000; Нет связи с МКЛП №5;   - ;
390; 24.12.2018 10:55:35.000; Нет связи с МКЛП №6;   - ;
391; 24.12.2018 10:55:33.000; Нет связи с МКЛП №3;   - ;
392; 24.12.2018 10:55:33.000; Нет связи с МКЛП №2;   - ;
393; 24.12.2018 10:55:33.000; Нет связи с МКЛП №7;   - ;
394; 24.12.2018 10:55:33.000; Нет связи с МКЛП №7;   + ;
395; 24.12.2018 10:55:33.000; Нет связи с МКЛП №4;   - ;
396; 24.12.2018 10:55:32.000; Нет связи с МКЛП №5;   + ;
397; 24.12.2018 10:55:30.000; Нет связи с МКЛП №8;   + ;
398; 24.12.2018 10:55:30.000; Нет связи с МКЛП №1;   + ;
399; 24.12.2018 10:55:29.000; Нет связи с МКЛП №7;   - ;
400; 24.12.2018 10:55:29.000; Нет связи с МКЛП №4;   + ;
401; 24.12.2018 10:55:29.000; Нет связи с МКЛП №6;   + ;
402; 24.12.2018 10:55:28.000; Нет связи с МКЛП №5;   - ;
403; 24.12.2018 10:55:26.000; Нет связи с МКЛП №6;   - ;
404; 24.12.2018 10:55:26.000; Нет связи с МКЛП №1;   + ;
405; 24.12.2018 10:55:26.000; Нет связи с МКЛП №1;   - ;
406; 24.12.2018 10:55:23.000; Нет связи с МКЛП №6;   + ;
407; 24.12.2018 10:55:22.000; Нет связи с МКЛП №7;   + ;
408; 24.12.2018 10:55:22.000; Нет связи с МКЛП №1;   - ;
409; 24.12.2018 10:55:21.000; Нет связи с МКЛП №4;   - ;
410; 24.12.2018 10:55:21.000; Нет связи с МКЛП №8;   - ;
411; 24.12.2018 10:55:19.000; Нет связи с МКЛП №3;   + ;
412; 24.12.2018 10:55:19.000; Нет связи с МКЛП №8;   + ;
413; 24.12.2018 10:55:19.000; Нет связи с МКЛП №2;   + ;
414; 24.12.2018 10:55:18.000; Нет связи с МКЛП №4;   + ;
415; 24.12.2018 10:55:18.000; Нет связи с МКЛП №1;   + ;
416; 24.12.2018 8:51:30.000; Отсутствие связи с САУ ГА;   + ;
417; 24.12.2018 8:51:13.000; Нет связи с МКЛП №1;   + ;
418; 24.12.2018 8:51:13.000; Нет связи с МКЛП №2;   + ;
419; 24.12.2018 8:51:13.000; Нет связи с МКЛП №3;   + ;
420; 24.12.2018 8:51:13.000; Нет связи с МКЛП №4;   + ;
421; 24.12.2018 8:51:13.000; Нет связи с МКЛП №5;   + ;
422; 24.12.2018 8:51:13.000; Нет связи с МКЛП №6;   + ;
423; 24.12.2018 8:51:13.000; Нет связи с МКЛП №7;   + ;
424; 24.12.2018 8:51:13.000; Нет связи с МКЛП №8;   + ;
425; 24.12.2018 8:51:10.000; Включение ПТК КМ-Дельта;   + ;
426; 01.01.2000 0:00:10.000; Нет связи с МКЛП №5;   + ;
427; 01.01.2000 0:00:10.000; Нет связи с МКЛП №6;   + ;
428; 01.01.2000 0:00:10.000; Нет связи с МКЛП №4;   + ;
429; 01.01.2000 0:00:10.000; Нет связи с МКЛП №3;   + ;
430; 01.01.2000 0:00:10.000; Нет связи с МКЛП №2;   + ;
431; 01.01.2000 0:00:10.000; Нет связи с МКЛП №1;   + ;
432; 01.01.2000 0:00:10.000; Нет связи с МКЛП №8;   + ;
433; 01.01.2000 0:00:10.000; Нет связи с МКЛП №7;   + ;
434; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
435; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
436; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
437; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
438; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
439; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
440; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
441; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
442; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
443; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
444; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
445; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
446; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
447; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
448; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
449; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
450; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
451; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
452; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
453; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
454; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
455; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
456; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
457; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
458; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
459; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
460; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
461; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
462; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
463; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
464; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
465; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
466; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
467; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
468; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
469; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
470; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
471; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
472; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
473; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
474; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
475; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
476; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
477; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
478; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
479; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
480; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
481; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
482; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
483; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
484; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
485; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
486; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
487; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
488; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
489; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
490; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
491; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
492; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
493; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
494; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
495; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
496; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
497; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
498; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
499; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
500; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
501; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
